Stock 1:Wavelength(nm),Stock 1:Absorbance,Stock 2:Wavelength(nm),Stock 2:Absorbance,Stock 3:Wavelength(nm),Stock 3:Absorbance,t = 0 min 1:Wavelength(nm),t = 0 min 1:Absorbance,t = 0 min 2:Wavelength(nm),t = 0 min 2:Absorbance,t = 0 min 3:Wavelength(nm),t = 0 min 3:Absorbance,Data Set 7:Wavelength(nm),Data Set 7:Absorbance,Data Set 8:Wavelength(nm),Data Set 8:Absorbance,Data Set 9:Wavelength(nm),Data Set 9:Absorbance,Data Set 10:Wavelength(nm),Data Set 10:Absorbance,Data Set 11:Wavelength(nm),Data Set 11:Absorbance,Data Set 12:Wavelength(nm),Data Set 12:Absorbance,Data Set 13:Wavelength(nm),Data Set 13:Absorbance,Data Set 14:Wavelength(nm),Data Set 14:Absorbance,Data Set 15:Wavelength(nm),Data Set 15:Absorbance,Data Set 16:Wavelength(nm),Data Set 16:Absorbance,Data Set 17:Wavelength(nm),Data Set 17:Absorbance,Data Set 18:Wavelength(nm),Data Set 18:Absorbance,Data Set 19:Wavelength(nm),Data Set 19:Absorbance,Data Set 20:Wavelength(nm),Data Set 20:Absorbance,Data Set 21:Wavelength(nm),Data Set 21:Absorbance
220.
